"","freq","word","length"
"1181",1,"meanpreserving",14
"1182",1,"spread",6
"1183",2,"eeup",4
"1184",4,"maximizer",9
"1185",8,"risk",4
"1186",4,"averse",6
"1187",1,"jensen’s",8
"1188",1,"euep",4
"1189",2,"riskaverse",10
"1190",9,"quadratic",9
"1191",6,"bernoulli",9
"1192",5,"restrictions",12
"1193",4,"placed",6
"1194",16,"decision",8
"1195",1,"ative",5
"1196",5,"domain",6
"1197",4,"represent",9
"1198",1,"exact",5
"1199",3,"affine",6
"1200",1,"func",4
"1201",2,"aversion",8
"1202",17,"squared",7
"1203",4,"stochastically",14
"1204",19,"large",5
"1205",3,"xgxdx",5
"1206",1,"uxgxdx",6
"1207",1,"vxgxdx",6
"1208",1,"dominate",8
"1209",3,"representation",14
"1210",7,"monotone",8
"1211",1,"induction",9
"1212",9,"clearly",7
"1213",6,"summation",9
"1214",7,"relations",9
"1215",1,"corresponds",11
"1216",1,"quasi",5
"1217",1,"concavity",9
"1218",2,"hessian",7
"1219",65,"matrix",6
"1220",5,"definite",8
"1221",1,"quasiconcavity",14
"1222",14,"otherwise",9
"1223",2,"partial",7
"1224",8,"local",5
"1225",3,"nonsatiation",12
"1226",1,"apap",4
"1227",6,"back",4
"1228",4,"mina",4
"1229",3,"kuhn",4
"1230",3,"tucker",6
"1231",3,"everywhere",10
"1232",1,"rephrase",8
"1233",3,"infinitely",10
"1234",1,"lived",5
"1235",2,"owns",4
"1236",4,"cake",4
"1237",2,"lifetime",8
"1238",1,"perfectly",9
"1239",1,"storable",8
"1240",12,"period",6
"1241",1,"logxt",5
"1242",1,"geometric",9
"1243",1,"series",6
"1244",4,"converges",9
"1245",1,"commodities",11
"1246",3,"wheat",5
"1247",3,"candy",5
"1248",2,"logw",4
"1249",2,"logc",4
"1250",1,"diet",4
"1251",3,"calories",8
"1252",3,"follow",6
"1253",8,"diagonals",9
"1254",4,"calorie",7
"1255",4,"binds",5
"1256",11,"answer",6
"1257",3,"world",5
"1258",2,"demands",7
"1259",15,"consistent",10
"1260",3,"relation",8
"1261",2,"garp",4
"1262",51,"table",5
"1263",24,"check",5
"1264",2,"confirm",7
"1265",8,"cycles",6
"1266",5,"decide",6
"1267",2,"locate",6
"1268",1,"retail",6
"1269",1,"outlet",6
"1270",1,"distinguishes",13
"1271",13,"many",4
"1272",1,"nearby",6
"1273",3,"location",8
"1274",13,"parameter",9
"1275",60,"distribution",12
"1276",1,"customers",9
"1277",1,"justify",7
"1278",1,"reference",9
"1279",1,"deduce",6
"1280",3,"varies",6
"1281",2,"represents",10
"1282",1,"velope",6
"1283",1,"<U+2202>r<U+2202><U+03B8>",4
"1284",14,"vary",4
"1285",3,"changes",7
"1286",1,"endpoints",9
"1287",20,"chooses",7
"1288",33,"states",6
"1289",2,"points",6
"1290",1,"alice",5
"1291",7,"expenditure",11
"1292",4,"compensated",11
"1293",1,"gradient",8
"1294",1,"ngood",5
"1295",1,"cobbdouglas",11
"1296",2,"easier",6
"1297",2,"analyze",7
"1298",9,"apply",5
"1299",1,"logxj",5
"1300",1,"diverges",8
"1301",2,"shepard’s",9
"1302",6,"lemma",5
"1303",1,"alternate",9
"1304",4,"duality",7
"1305",2,"minimization",12
"1306",1,"discretechoice",14
"1307",2,"cars",4
"1308",3,"roy’s",5
"1309",3,"situation",9
"1310",6,"unknown",7
"1311",2,"straint",7
"1312",3,"solved",6
"1313",1,"pi-p",4
"1314",1,"--pc",4
"1315",6,"except",6
"1316",11,"property",8
"1317",1,"neqy",4
"1318",2,"apx*",4
"1319",2,"-apy",4
"1320",16,"right",5
"1321",1,"bigger",6
"1322",5,"plan",4
"1323",4,"boundary",8
"1324",7,"element",7
"1325",1,"----",6
"1326",1,"---",6
"1327",1,"--",4
"1328",3,"supporting",10
"1329",1,"-dgy",4
"1330",1,"-dg-",4
"1331",5,"verify",6
"1332",6,"directly",8
"1333",7,"maximizes",9
"1334",1,"prices",7
"1335",1,"”free",5
"1336",1,"lunch”",6
"1337",18,"third",5
"1338",9,"line",4
"1339",1,"neat",4
"1340",1,"singlevalued",12
"1341",3,"knowledge",9
"1342",1,"cppp",4
"1343",5,"minimized",9
"1344",1,"<U+2202>cp*",4
"1345",1,"<U+2202>pp*",4
"1346",1,"<U+2202>yi*",4
"1347",2,"upwardsloping",13
"1348",2,"p^y^",4
"1349",4,"summing",7
"1350",2,"moves",5
"1351",2,"economists",10
"1352",3,"labor",5
"1353",2,"leisure",7
"1354",1,"nonlabor",8
"1355",1,"mimic",5
"1356",1,"development",11
"1357",1,"leading",7
"1358",1,"slutsky",7
"1359",3,"study",5
"1360",9,"analysis",8
"1361",6,"empirical",9
"1362",1,"”primeaged”",11
"1363",2,"hours",5
"1364",2,"worked",6
"1365",1,"remained",8
"1366",3,"roughly",7
"1367",1,"face",4
"1368",1,"dramatic",8
"1369",2,"real",4
"1370",6,"wages",5
"1371",9,"problems",8
"1372",4,"sign",4
"1373",2,"singleton",9
"1374",1,"exam",4
"1375",25,"estimates",9
"1376",81,"estimate",8
"1377",61,"effects",7
"1378",29,"covariance",10
"1379",1,"ntxnt",5
"1380",9,"squares",7
"1381",83,"estimator",9
"1382",12,"regressors",10
"1383",27,"fixed",5
"1384",41,"within",6
"1385",60,"groups",6
"1386",1,"groupspwe",9
"1387",1,"facts",5
"1388",8,"applied",7
"1389",6,"ß^ols",5
"1390",2,"timeinvariant",13
"1391",1,"effi",4
"1392",1,"cient",5
"1393",5,"ßols",4
"1394",21,"unbiased",8
"1395",3,"inefficient",11
"1396",4,"gauss",5
"1397",7,"markov",6
"1398",5,"homoskedasticity",16
"1399",4,"violated",8
"1400",3,"fitted",6
"1401",5,"intuitively",11
"1402",1,"invariant",9
"1403",4,"multiple",8
"1404",51,"observations",12
"1405",1,"anymore",7
"1406",128,"variance",8
"1407",33,"dependent",9
"1408",1,"collapse",8
"1409",6,"structure",9
"1410",3,"predicting",10
"1411",8,"lose",4
"1412",6,"ability",7
"1413",5,"predict",7
"1414",7,"remove",6
"1415",5,"block",5
"1416",9,"heteroskedasticity",18
"1417",1,"ndyear",6
"1418",1,"econometrics",12
"1419",1,"sequence",8
"1420",1,"learn",5
"1421",1,"manyinstrument",14
"1422",22,"bias",4
"1423",1,"nutshell",8
"1424",14,"instruments",11
"1425",2,"picking",7
"1426",19,"stage",5
"1427",13,"endogenous",10
"1428",26,"variation",9
"1429",7,"trying",6
"1430",2,"limiting",8
"1431",1,"lustrates",9
"1432",1,"nicely",6
"1433",16,"written",7
"1434",8,"ß^sls",5
"1435",4,"invertible",10
"1436",10,"matrices",8
"1437",1,"invoke",6
"1438",2,"iix-",4
"1439",13,"valid",5
"1440",23,"coefficients",12
"1441",2,"y^ols",5
"1442",1,"y^sls",5
"1443",21,"predicted",9
"1444",2,"vß^ols",6
"1445",1,"vß^sls",6
"1446",2,"ßsls",4
"1447",5,"often",5
"1448",1,"analyst",7
"1449",1,"logarithms",10
"1450",11,"contains",8
"1451",4,"several",7
"1452",1,"increasingly",12
"1453",7,"might",5
"1454",1,"tempted",7
"1455",1,"hyperbolic",10
"1456",1,"sine",4
"1457",13,"estimating",10
"1458",4,"sinh-",5
"1459",5,"expressed",9
"1460",1,"professed",9
"1461",1,"virtue",6
"1462",5,"behaves",7
"1463",35,"independent",11
"1464",1,"culated",7
"1465",3,"implicit",8
"1466",1,"differentiation",15
"1467",4,"models",6
"1468",2,"<U+2202>lnyi",5
"1469",20,"limit",5
"1470",1,"sizeable",8
"1471",2,"modeling",8
"1472",2,"nonlinearity",12
"1473",1,"lnyi",4
"1474",2,"captures",8
"1475",1,"pressed",7
"1476",5,"analytical",10
"1477",6,"identifies",10
"1478",1,"erage",5
"1479",128,"treatment",9
"1480",3,"alwaystakers",12
"1481",86,"average",7
"1482",27,"treated",7
"1483",45,"covariates",10
"1484",6,"binary",6
"1485",8,"instrumental",12
"1486",7,"indicating",10
"1487",14,"assignment",10
"1488",9,"untreated",9
"1489",1,"person’s",8
"1490",8,"outcomes",8
"1491",50,"control",7
"1492",6,"exclusion",9
"1493",2,"firststage",10
"1494",12,"monotonicity",12
"1495",1,"vice",4
"1496",1,"versa",5
"1497",3,"”defiers”",9
"1498",3,"”alwaystakers”",14
"1499",6,"wald",4
"1500",3,"fixedeffects",12
"1501",5,"ß^iv",4
"1502",9,"regressor",9
"1503",12,"deviation",9
"1504",3,"transposition",13
"1505",9,"idempotent",10
"1506",3,"fourth",6
"1507",1,"constructed",11
"1508",25,"correlated",10
"1509",7,"relevant",8
"1510",31,"instrument",10
"1511",7,"restriction",11
"1512",2,"sometimes",9
"1513",2,"referred",8
"1514",6,"intraclass",10
"1515",33,"correlation",11
"1516",75,"coefficient",11
"1517",81,"data",4
"1518",1,"centered",8
"1519",5,"simplicity",10
"1520",2,"nonstochastic",13
"1521",14,"conventional",12
"1522",11,"default",7
"1523",30,"clustered",9
"1524",11,"sizes",5
"1525",17,"inflation",9
"1526",3,"concisely",9
"1527",2,"precisely",9
"1528",2,"comes",5
"1529",12,"compared",8
"1530",1,"places",6
"1531",1,"attributes",10
"1532",1,"attributing",11
"1533",1,"minus",5
"1534",27,"size",4
"1535",2,"withingroup",11
"1536",5,"factors",7
"1537",4,"contribute",10
"1538",1,"varianceinflation",17
"1539",3,"fewer",5
"1540",46,"sample",6
"1541",4,"clusters",8
"1542",3,"calculating",11
"1543",1,"infla",5
"1544",3,"ways",4
"1545",13,"smaller",7
"1546",119,"errors",6
"1547",17,"observation",11
"1548",2,"generates",9
"1549",1,"deflated",8
"1550",16,"uncorrelated",12
"1551",2,"moulton",7
"1552",3,"particularly",12
"1553",2,"serious",7
"1554",4,"issue",5
"1555",1,"flation",7
"1556",2,"cause",5
"1557",153,"standard",8
"1558",1,"varied",6
"1559",5,"extreme",7
"1560",4,"computational",13
"1561",1,"datadta",7
"1562",96,"regression",10
"1563",10,"black",5
"1564",10,"higrade",7
"1565",1,"regular",7
"1566",2,"nonautocorrelation",18
"1567",9,"obtain",6
"1568",22,"robust",6
"1569",1,"badly",5
"1570",8,"biased",6
"1571",4,"usual",5
"1572",1,"worst",5
"1573",1,"relax",5
"1574",14,"panel",5
"1575",3,"almost",6
"1576",2,"largest",7
"1577",2,"followed",8
"1578",4,"biases",6
"1579",8,"efficiency",10
"1580",2,"continuing",10
"1581",19,"based",5
"1582",1,"white",5
"1583",56,"test",4
"1584",67,"error",5
"1585",1,"typically",9
"1586",2,"view",4
"1587",18,"experience",10
"1588",1,"past",4
"1589",3,"current",7
"1590",3,"disturbance",11
"1591",11,"candidate",9
"1592",5,"construct",9
"1593",7,"quarter",7
"1594",18,"regress",7
"1595",7,"correct",7
"1596",1,"throughout",10
"1597",18,"additional",10
"1598",2,"quarter’s",9
"1599",5,"worth",5
"1600",1,"tional",6
"1601",9,"quarterly",9
"1602",17,"holding",7
"1603",7,"people",6
"1604",5,"experiment",10
"1605",1,"designed",8
"1606",3,"highly",6
"1607",8,"pvalue",6
"1608",7,"ftest",5
"1609",8,"coef",4
"1610",1,"ficient",7
"1611",19,"statistically",13
"1612",15,"confidence",10
"1613",8,"findings",8
"1614",1,"experi",6
"1615",1,"ence",4
"1616",8,"stata’s",7
"1617",1,"ivregress",9
"1618",15,"command",7
"1619",25,"hypothesis",10
"1620",18,"approximately",13
"1621",6,"testing",7
"1622",30,"statistic",9
"1623",5,"fn-k",4
"1624",19,"estimated",9
"1625",1,"bexperience",11
"1626",8,"degrees",7
"1627",9,"freedom",7
"1628",29,"null",4
"1629",20,"compute",7
"1630",3,"hausman",7
"1631",1,"endogeneity",11
"1632",1,"stata",5
"1633",1,"hausman’s",9
"1634",1,"”experience",11
"1635",1,"exogenous”",10
"1636",2,"pothesis",8
"1637",2,"manually",8
"1638",51,"residuals",9
"1639",2,"checking",8
"1640",1,"fstatistic",10
"1641",1,"”treat”",7
"1642",2,"tests",5
"1643",3,"stat",4
"1644",1,"mvnnµs",6
"1645",2,"asat",4
"1646",16,"density",7
"1647",8,"exp-",4
"1648",10,"orthogonal",10
"1649",1,"consistspof",11
"1650",5,"vari",4
"1651",2,"ables",5
"1652",2,"chisquared",10
"1653",2,"biasp^",6
"1654",1,"np-p",4
"1655",6,"sep^",4
"1656",2,"arp^",4
"1657",1,"arx-p",5
"1658",1,"np-p-p",6
"1659",8,"support",7
"1660",3,"smallest",8
"1661",4,"minx",4
"1662",1,"eminx",5
"1663",1,"<U+03BB>mom",4
"1664",6,"e-n<U+03BB>",4
"1665",2,"likelihood<U+03BB>",11
"1666",2,"argmax",6
"1667",2,"e-xi",4
"1668",3,"<U+03BD>^mle",5
"1669",29,"likelihood",10
"1670",6,"log<U+03BB>",4
"1671",1,"max<U+03BD><U+2208>",5
"1672",1,"max<U+03BD><U+2208>r",6
"1673",1,"en-n<U+03BD>^",6
"1674",1,"log<U+03BD>^",5
"1675",7,"statistics",10
"1676",3,"perform",7
"1677",1,"flip",4
"1678",1,"coin",4
"1679",1,"heads",5
"1680",2,"wish",4
"1681",5,"versus",6
"1682",4,"rejection",9
"1683",3,"region",6
"1684",8,"reason",6
"1685",1,"generated",9
"1686",8,"exponential",11
"1687",2,"beta",4
"1688",1,"forgot",6
"1689",14,"likely",6
"1690",2,"advertisement",13
"1691",1,"casino",6
"1692",1,"claims",6
"1693",3,"needs",5
"1694",15,"play",4
"1695",2,"slot",4
"1696",2,"machine",7
"1697",2,"winning",7
"1698",1,"geometricp",10
"1699",2,"lowers",6
"1700",2,"tries",5
"1701",12,"students",8
"1702",2,"throw",5
"1703",1,"dart",4
"1704",1,"target",6
"1705",3,"successes",9
"1706",7,"student",7
"1707",9,"observed",8
"1708",1,"p-xi",4
"1709",1,"logconstant",11
"1710",1,"logp",4
"1711",5,"actual",6
"1712",2,"expect",6
"1713",1,"fall",4
"1714",1,"category",8
"1715",1,"valueexpected",13
"1716",8,"taking",6
"1717",19,"prior",5
"1718",40,"posterior",9
"1719",2,"=min",4
"1720",2,"x=max",5
"1721",3,"joint",5
"1722",9,"samples",7
"1723",1,"e-<U+03B8>-",4
"1724",1,"<U+03B8>ab-",4
"1725",2,"nx¯s",4
"1726",1,"l’hospital’s",12
"1727",1,"poste",5
"1728",1,"rior",4
"1729",9,"credible",8
"1730",1,"quantiles",9
"1731",1,"decreased",9
"1732",1,"resulted",8
"1733",1,"binomialp",9
"1734",1,"scientist",9
"1735",2,"tells",5
"1736",1,"~beta",5
"1737",4,"numerically",11
"1738",1,"lengths",7
"1739",2,"shortest",8
"1740",3,"longest",7
"1741",6,"intervals",9
"1742",2,"length",6
"1743",1,"tails",5
"1744",5,"poisson<U+03BB>",8
"1745",2,"jeffrey’s",9
"1746",1,"distribu",8
"1747",2,"jeffery’s",9
"1748",3,"f<U+03BB>jef",5
"1749",1,"logx",4
"1750",3,"gammaa",6
"1751",1,"expert",6
"1752",1,"advice",6
"1753",23,"median",6
"1754",1,"latter",6
"1755",1,"<U+03BB>x¯n",4
"1756",1,"bernoullip",10
"1757",1,"posteriori",10
"1758",10,"probabilities",13
"1759",5,"n-nx¯",5
"1760",4,"questions",9
"1761",1,"causality",9
"1762",3,"heterogeneous",13
"1763",2,"assump",6
"1764",22,"late",4
"1765",3,"truefalse",9
"1766",10,"briefly",7
"1767",6,"false",5
"1768",29,"compliers",9
"1769",1,"fiers",5
"1770",2,"happens",7
"1771",17,"complier",8
"1772",16,"defier",6
"1773",6,"presence",8
"1774",15,"defiers",7
"1775",1,"conflicting",11
"1776",1,"separated",9
"1777",4,"intention",9
"1778",5,"heterogeneity",13
"1779",1,"uncertain",9
"1780",7,"compliance",10
"1781",1,"ittatet",7
"1782",6,"atet",4
"1783",5,"regardless",10
"1784",10,"observable",10
"1785",13,"randomization",13
"1786",6,"correctly",9
"1787",6,"done",4
"1788",4,"averages",8
"1789",2,"collected",9
"1790",12,"status",6
"1791",5,"affected",8
"1792",2,"incorrectly",11
"1793",6,"proportion",10
"1794",7,"sure",4
"1795",5,"frisch",6
"1796",5,"waugh",5
"1797",5,"lovell",6
"1798",12,"containing",10
"1799",2,"demeans",7
"1800",2,"premultiplied",13
"1801",1,"reduced",7
"1802",1,"ization",7
"1803",7,"conducted",9
"1804",1,"opposed",7
"1805",1,"exposition",10
"1806",19,"randomly",8
"1807",1,"njnt",4
"1808",8,"general",7
"1809",5,"numbers",7
"1810",4,"generally",9
"1811",1,"implications",12
"1812",12,"option",6
"1813",3,"randomize",9
"1814",2,"spillover",9
"1815",1,"detect",6
"1816",12,"minimize",8
"1817",2,"possibility",11
"1818",1,"meant",5
"1819",1,"assigning",9
"1820",1,"curriculum",10
"1821",1,"classrooms",10
"1822",1,"extremes",8
"1823",5,"decided",7
"1824",1,"increased",9
"1825",3,"precise",7
"1826",1,"existing",8
"1827",3,"provides",8
"1828",10,"households",10
"1829",3,"intercept",9
"1830",5,"truefalseuncertain",18
"1831",1,"plain",5
"1832",3,"variancecovariance",18
"1833",20,"column",6
"1834",2,"corner",6
"1835",4,"minimizes",9
"1836",1,"currently",9
"1837",9,"household",9
"1838",1,"righthand",9
"1839",2,"doesn’t",7
"1840",13,"added",5
"1841",2,"ance",4
"1842",1,"b-ct",4
"1843",4,"root",4
"1844",1,"unlikely",8
"1845",3,"comply",6
"1846",1,"intentiontreat",14
"1847",1,"intended",8
"1848",2,"covariate",9
"1849",6,"impact",6
"1850",3,"affects",7
"1851",2,"direc",5
"1852",2,"nudges",6
"1853",2,"seeking",7
"1854",4,"towards",7
"1855",1,"angrist",7
"1856",1,"krueger",7
"1857",8,"date",4
"1858",25,"birth",5
"1859",3,"educational",11
"1860",5,"attainment",10
"1861",2,"children",8
"1862",3,"born",4
"1863",3,"later",5
"1864",27,"year",4
"1865",5,"required",8
"1866",23,"school",6
"1867",1,"legally",7
"1868",5,"drop",4
"1869",2,"earlier",7
"1870",4,"conclusion",10
"1871",3,"birthdate",9
"1872",7,"parents",7
"1873",8,"child",5
"1874",3,"starts",6
"1875",1,"directions",10
"1876",2,"stronger",8
"1877",4,"weaker",6
"1878",1,"positively",10
"1879",1,"negatively",10
"1880",5,"cancel",6
"1881",5,"covz",4
"1882",11,"takers",6
"1883",2,"changed",7
"1884",7,"interpretation",14
"1885",4,"pcomplierzi",11
"1886",4,"pdefierzi",9
"1887",18,"taker",5
"1888",4,"palways",7
"1889",8,"takerzi",7
"1890",4,"pnever",6
"1891",1,"complierdefieralways",20
"1892",1,"takernever",10
"1893",5,"simplified",10
"1894",2,"smooth",6
"1895",7,"threshold",9
"1896",9,"evidence",8
"1897",3,"manipulation",12
"1898",2,"occur",5
"1899",2,"”bunching”",10
"1900",1,"manipulated",11
"1901",2,"sharp",5
"1902",1,"nonmanipulability",17
"1903",1,"technically",11
"1904",9,"dataset",7
"1905",1,"meth",4
"1906",4,"methods",7
"1907",5,"estimation",10
"1908",1,"exogenous",9
"1909",2,"pros",4
"1910",5,"cons",4
"1911",2,"strength",8
"1912",10,"asymptotic",10
"1913",2,"pick",4
"1914",1,"representative",14
"1915",1,"endogeneous",11
"1916",1,"servations",10
"1917",4,"asks",4
"1918",14,"regressions",11
"1919",1,"association",11
"1920",28,"housing",7
"1921",6,"census",6
"1922",16,"tract",5
"1923",2,"contained",9
"1924",3,"hazardous",9
"1925",3,"waste",5
"1926",24,"site",4
"1927",4,"file",4
"1928",1,"allsitesdta",11
"1929",2,"mile",4
"1930",1,"erages",6
"1931",1,"“robust”",8
"1932",4,"characteristics",15
"1933",4,"controls",8
"1934",3,"demographic",11
"1935",6,"includes",8
"1936",125,"state",5
"1937",2,"terpret",7
"1938",30,"dummy",5
"1939",19,"tracts",6
"1940",2,"lowing",6
"1941",12,"rsquared",8
"1942",5,"unobservable",12
"1943",2,"tractvariant",12
"1944",2,"tractinvariant",14
"1945",6,"omitted",7
"1946",3,"unobservables",13
"1947",1,"characteris",11
"1948",1,"tics",4
"1949",3,"overall",7
"1950",4,"tables",6
"1951",1,"pages",5
"1952",7,"differences",11
"1953",19,"sites",5
"1954",49,"score",5
"1955",2,"said",4
"1956",18,"scores",6
"1957",9,"close",5
"1958",22,"cutoff",6
"1959",3,"firestoveheat",13
"1960",20,"yrsocc",6
"1961",3,"noaircond",9
"1962",2,"blty",4
"1963",2,"rsocc",5
"1964",3,"nofullkitchen",13
"1965",3,"zerofullbath",12
"1966",3,"bltmore",7
"1967",3,"detachocc",9
"1968",1,"popd",4
"1969",3,"mobileocc",9
"1970",3,"shrblk",6
"1971",24,"bedrms",6
"1972",3,"shrhsp",6
"1973",3,"shrfor",6
"1974",3,"smhse",5
"1975",3,"hsdrop",6
"1976",1,"iploma",6
"1977",1,"etter",5
"1978",6,"bltlastyrs",10
"1979",3,"unemprt",7
"1980",3,"povrat",6
"1981",3,"avhhin",6
"1982",3,"tothsun",7
"1983",3,"ownocc",6
"1984",3,"occupied",8
"1985",25,"parentheses",11
"1986",11,"diploma",7
"1987",2,"examines",8
"1988",1,"discontinuity",13
"1989",6,"research",8
"1990",3,"design",6
"1991",1,"miledatadta",11
"1992",1,"“facts”",7
"1993",1,"appropriateness",15
"1994",1,"nonmanipulable",14
"1995",2,"manipulate",10
"1996",5,"supports",8
"1997",1,"involved",8
"1998",1,"identifying",11
"1999",1,"pollution",9
"2000",3,"hard",4
"2001",1,"funda",5
"2002",1,"mentally",8
"2003",1,"asserts",7
"2004",4,"convenience",11
"2005",5,"slightly",8
"2006",2,"fundamentally",13
"2007",1,"measurement",11
"2008",3,"imperfect",9
"2009",1,"elog",4
"2010",1,"priceshrs",9
"2011",1,"inherant",8
"2012",5,"create",6
"2013",1,"histogram",9
"2014",1,"nonoverlapping",14
"2015",13,"bins",4
"2016",2,"vertical",8
"2017",2,"midpoints",9
"2018",3,"plots",5
"2019",1,"widths",6
"2020",5,"plot",4
"2021",3,"width",5
"2022",1,"overlap",7
"2023",6,"appears",7
"2024",1,"obvious",7
"2025",1,"bunching",8
"2026",1,"investigate",11
"2027",1,"datapoints",10
"2028",2,"looks",5
"2029",1,"discontinuous",13
"2030",2,"jump",4
"2031",2,"really",6
"2032",2,"sake",4
"2033",2,"continue",8
"2034",6,"near",4
"2035",1,"econometric",11
"2036",1,"setup",5
"2037",1,"uses",4
"2038",2,"scoring",7
"2039",2,"regres",6
"2040",2,"sion",4
"2041",1,"experimenting",13
"2042",17,"specification",13
"2043",1,"bandwidth",9
"2044",1,"“regression",11
"2045",1,"discontinuity”",14
"2046",1,"hrs<U+03B3>",4
"2047",2,"strong",6
"2048",2,"stages",6
"2049",1,"ftests",6
"2050",1,"fstat",5
"2051",2,"noncompliance",13
"2052",5,"plotting",8
"2053",1,"listed",6
"2054",2,"yaxis",5
"2055",2,"axis",4
"2056",1,"noncompliers",12
"2057",1,"mostly",6
"2058",1,"fuzzy",5
"2059",3,"around",6
"2060",2,"homes",5
"2061",10,"specifications",14
"2062",1,"lnmedian",8
"2063",7,"indicates",9
"2064",1,"variant",7
"2065",3,"included",8
"2066",2,"subscript",9
"2067",5,"interaction",11
"2068",10,"significant",11
"2069",1,"paragraph",9
"2070",1,"summarizing",11
"2071",1,"interpreting",12
"2072",34,"primary",7
"2073",1,"cleanup",7
"2074",11,"don’t",5
"2075",1,"conclusions",11
"2076",1,"glance",6
"2077",8,"pooled",6
"2078",1,"cleaning",8
"2079",1,"surrounding",11
"2080",9,"matching",8
"2081",19,"predetermined",13
"2082",1,"unaffected",10
"2083",1,"demeaning",9
"2084",1,"focus",5
"2085",5,"demeaned",8
"2086",4,"d¯xi",4
"2087",1,"d¯ui",4
"2088",1,"x¯ui",4
"2089",7,"varx",4
"2090",6,"-covd",5
"2091",10,"vard",4
"2092",12,"varxi",5
"2093",40,"covdi",5
"2094",10,"covd",4
"2095",9,"covxi",5
"2096",1,"-covdi",6
"2097",3,"covx",4
"2098",4,"vardi",5
"2099",3,"ecovdi",6
"2100",2,"ecovxi",6
"2101",4,"ep^x~",5
"2102",1,"ecovx",5
"2103",3,"unconditional",13
"2104",2,"iterated",8
"2105",2,"expectations",12
"2106",2,"evard",5
"2107",1,"evardi",6
"2108",1,"evarxi",6
"2109",1,"interact",8
"2110",1,"variate",7
"2111",1,"interpretations",15
"2112",1,"ease",4
"2113",1,"female",6
"2114",4,"males",5
"2115",4,"females",7
"2116",4,"believed",8
"2117",1,"pair",4
"2118",6,"simplifying",11
"2119",2,"covy",4
"2120",11,"covyi",5
"2121",4,"<U+03C1>sls",4
"2122",1,"simplifications",15
"2123",3,"intuitive",9
"2124",1,"struments",9
"2125",5,"identified",10
"2126",3,"explained",9
"2127",4,"learned",7
"2128",2,"reduces",7
"2129",1,"justidentified",14
"2130",3,"obser",5
"2131",2,"vations",7
"2132",6,"square",6
"2133",29,"propensity",10
"2134",2,"conditioned",11
"2135",5,"-pxi",4
"2136",1,"straightforward",15
"2137",1,"algebra",7
"2138",17,"pxyi",4
"2139",2,"pxdi",4
"2140",2,"prdi",4
"2141",2,"circumstance",12
"2142",1,"defend",6
"2143",1,"defense",7
"2144",4,"assumes",7
"2145",2,"indepen",7
"2146",2,"dent",4
"2147",1,"random”",7
"2148",3,"didn’t",6
"2149",1,"supposed",8
"2150",2,"going",5
"2151",1,"schools",7
"2152",2,"district",8
"2153",3,"attend",6
"2154",4,"determined",10
"2155",1,"mainly",6
"2156",4,"live",4
"2157",2,"parental",8
"2158",4,"race",4
"2159",3,"controlling",11
"2160",2,"potential",9
"2161",3,"grouping",8
"2162",1,"neighborhood",12
"2163",2,"comparing",9
"2164",1,"individ",7
"2165",1,"uals",4
"2166",1,"complied",8
"2167",1,"intent",6
"2168",1,"mathematically",14
"2169",2,"relevance",9
"2170",1,"randomized",10
"2171",1,"controlled",10
"2172",1,"trial",5
"2173",2,"violates",8
"2174",1,"dition",6
"2175",3,"flyer",5
"2176",3,"advertising",11
"2177",2,"tutoring",8
"2178",3,"harris",6
"2179",1,"”random”",8
"2180",1,"achieved",8
"2181",1,"passing",7
"2182",1,"walked",6
"2183",1,"door",4
"2184",1,"ampm",4
"2185",3,"grades",6
"2186",2,"advantage",9
"2187",1,"tutor",5
"2188",2,"morning",7
"2189",1,"classes",7
"2190",3,"violate",7
"2191",1,"poorly",6
"2192",1,"signed",6
"2193",1,"individuallevel",15
"2194",1,"atelate",7
"2195",1,"nevertakers",11
"2196",1,"”cost”",6
"2197",3,"magnitude",9
"2198",1,"leaves",6
"2199",1,"nevertaker",10
"2200",2,"reweighting",11
"2201",14,"maternal",8
"2202",29,"smoking",7
"2203",12,"infant",6
"2204",3,"health",6
"2205",2,"code",4
"2206",1,"book",4
"2207",5,"process",7
"2208",2,"involves",8
"2209",27,"missing",7
"2210",2,"checked",7
"2211",1,"‘cardiac’",9
"2212",1,"‘wgain’",7
"2213",1,"refer",5
"2214",1,"codebook",8
"2215",1,"codes",5
"2216",1,"vation",6
"2217",2,"appeared",8
"2218",6,"herpes",6
"2219",12,"tobacco",7
"2220",7,"cigar",5
"2221",5,"alcohol",7
"2222",10,"drink",5
"2223",5,"wgain",5
"2224",8,"missingunknown",14
"2225",1,"besides",7
"2226",1,"termination",11
"2227",1,"prejudice",9
"2228",1,"completely",10
"2229",1,"assess",6
"2230",1,"centers",7
"2231",3,"gain",4
"2232",2,"drugalcohol",11
"2233",2,"categories",10
"2234",1,"especially",10
"2235",2,"embarrassed",11
"2236",2,"usage",5
"2237",1,"”embarrassing”",14
"2238",2,"indicative",10
"2239",2,"alternatives",12
"2240",2,"dropping",8
"2241",2,"replacing",9
"2242",5,"zeros",5
"2243",2,"indicate",8
"2244",1,"”missing",8
"2245",2,"flag”",5
"2246",16,"birthweight",11
"2247",1,"statisically",12
"2248",1,"describing",10
"2249",4,"name",4
"2250",2,"rectype",7
"2251",2,"pldel",5
"2252",3,"birattnd",8
"2253",3,"cntocpop",8
"2254",3,"stresfip",8
